Transaction ID,Date & Time,Sender UPI ID,Receiver UPI ID,Transaction Amount (INR),Transaction Type,Transaction Status,Bank Name,Mode of Payment,Payment Purpose
TXN100645,2024-11-03 23:03:35,orosales@upi,phillipvilla@upi,418.37,Send,Success,BOB,Phone Number,Subscription
TXN100646,2024-10-07 02:34:58,sanchezmorgan@upi,mooremonica@upi,4131.44,Receive,Pending,Axis Bank,Phone Number,Subscription
TXN100647,2024-10-19 18:45:48,zscott@upi,andreatran@upi,1695.2,Receive,Pending,BOB,Intent,Shopping
TXN100648,2025-01-07 23:09:54,fmoore@upi,brandonparker@upi,4465.13,Receive,Success,BOB,UPI ID,Recharge
TXN100649,2024-11-24 13:25:03,mwade@upi,orivera@upi,3190.08,QR Payment,Pending,PNB,Intent,Subscription
TXN100650,2025-03-15 16:46:27,meganevans@upi,matthewpetersen@upi,4506.39,Send,Failed,Kotak,Intent,Subscription
TXN100651,2025-01-17 22:30:56,john86@upi,kelly65@upi,3945.69,QR Payment,Failed,BOB,UPI ID,Recharge
TXN100652,2025-01-25 19:14:45,tonya31@upi,kevin13@upi,1752.22,Request Money,Success,HDFC,UPI ID,Recharge
TXN100653,2024-09-17 19:56:35,lesliebarnes@upi,pcamacho@upi,4579.89,Request Money,Failed,SBI,Phone Number,Subscription
TXN100654,2024-07-27 18:44:32,philip19@upi,ggonzales@upi,1131.21,QR Payment,Success,HDFC,QR Code,Travel
TXN100655,2024-06-15 20:40:18,mortonlisa@upi,alan63@upi,2740.73,Request Money,Failed,Kotak,Intent,Travel
TXN100656,2024-04-21 18:46:25,kristinperry@upi,patty60@upi,4930.05,QR Payment,Failed,SBI,QR Code,Shopping
TXN100657,2024-07-24 19:53:53,kstanley@upi,solomonaustin@upi,986.59,Send,Failed,Axis Bank,QR Code,Bill Payment
TXN100658,2024-12-07 12:45:11,frankvillarreal@upi,ronald84@upi,252.25,Request Money,Failed,ICICI,Phone Number,Recharge
TXN100659,2025-04-09 18:07:34,ewright@upi,dylan33@upi,4992.54,Request Money,Success,Kotak,UPI ID,Transfer
TXN100660,2024-06-03 09:10:23,jacobsonanthony@upi,kevin80@upi,2414.36,Receive,Success,SBI,UPI ID,Subscription
TXN100661,2024-09-07 02:49:34,xaguirre@upi,benjaminvaldez@upi,700.21,Send,Success,ICICI,Phone Number,Transfer
TXN100662,2024-04-15 17:29:34,ugomez@upi,farleynancy@upi,977.03,Send,Pending,SBI,QR Code,Transfer
TXN100663,2025-01-16 22:21:04,jonathanbennett@upi,fheath@upi,894.92,QR Payment,Failed,PNB,Phone Number,Food
TXN100664,2024-06-15 12:02:55,crystaldalton@upi,millscourtney@upi,1056.91,Send,Pending,PNB,QR Code,Travel
TXN100665,2025-01-13 15:47:28,omorris@upi,floresemily@upi,46.69,Request Money,Pending,SBI,Intent,Recharge
TXN100666,2024-07-29 12:21:53,eatonsusan@upi,danielfrank@upi,3879.48,Send,Pending,PNB,QR Code,Subscription
TXN100667,2024-10-14 19:06:19,john20@upi,melissajordan@upi,1588.88,QR Payment,Failed,BOB,Intent,Shopping
TXN100668,2025-01-14 01:06:24,kevinclements@upi,brownandrew@upi,2623.05,Request Money,Failed,BOB,Phone Number,Travel
TXN100669,2025-02-04 16:51:40,lisa79@upi,joshua55@upi,4351.79,Request Money,Pending,ICICI,Intent,Transfer
TXN100670,2024-06-01 21:56:27,dayamanda@upi,archerfrank@upi,1683.35,Request Money,Failed,PNB,UPI ID,Recharge
TXN100671,2024-09-20 06:09:16,amberramsey@upi,jonathan08@upi,4205.22,Request Money,Failed,Axis Bank,Intent,Transfer
TXN100672,2025-02-18 12:05:36,davidrobert@upi,johnstonjennifer@upi,3701.39,Receive,Success,Axis Bank,QR Code,Recharge
TXN100673,2024-10-07 13:54:27,burgessjennifer@upi,patricklopez@upi,3126.42,Receive,Success,BOB,Phone Number,Travel
TXN100674,2025-03-15 04:34:58,cooperjoshua@upi,christopherwalters@upi,4206.34,Receive,Pending,BOB,QR Code,Transfer
TXN100675,2024-10-01 09:12:12,robin93@upi,whitakersean@upi,2429.93,Request Money,Success,Axis Bank,QR Code,Bill Payment
TXN100676,2025-01-18 01:58:22,itaylor@upi,ballsara@upi,4219.91,Send,Pending,SBI,UPI ID,Subscription
TXN100677,2024-11-14 00:08:42,josephpalmer@upi,patrick03@upi,3734.59,Send,Pending,HDFC,QR Code,Travel
TXN100678,2024-12-10 17:15:34,marissa74@upi,williamssamuel@upi,1057.22,QR Payment,Failed,SBI,UPI ID,Food
TXN100679,2025-01-05 15:24:12,schwartzerica@upi,robert46@upi,2446.58,QR Payment,Pending,Kotak,QR Code,Travel
TXN100680,2024-10-23 11:39:05,ariana15@upi,elizabethstanton@upi,1126.66,Request Money,Pending,ICICI,UPI ID,Recharge
TXN100681,2025-03-17 20:55:16,mramirez@upi,ashleybradley@upi,2097.66,Send,Pending,HDFC,QR Code,Recharge
TXN100682,2025-02-09 16:25:25,nmueller@upi,ethan27@upi,4623.94,QR Payment,Failed,BOB,Phone Number,Recharge
TXN100683,2024-07-11 01:31:39,millerjesse@upi,whenderson@upi,2233.52,QR Payment,Pending,SBI,UPI ID,Food
TXN100684,2024-04-22 20:38:53,christinamckinney@upi,diana93@upi,67.48,Receive,Failed,Axis Bank,QR Code,Subscription
TXN100685,2024-08-05 21:41:20,nreyes@upi,christopher75@upi,1661.17,Request Money,Pending,SBI,Phone Number,Bill Payment
TXN100686,2024-07-08 02:08:53,nortonmichael@upi,tmathews@upi,2413.75,Request Money,Failed,HDFC,Intent,Subscription
TXN100687,2024-08-02 10:55:49,ingramcarlos@upi,fsavage@upi,3575.59,QR Payment,Failed,HDFC,UPI ID,Travel
TXN100688,2024-06-30 12:38:07,runderwood@upi,kstone@upi,1387.65,Request Money,Success,BOB,QR Code,Subscription
TXN100689,2024-06-11 01:57:53,warrencharles@upi,sgarrett@upi,714.78,QR Payment,Pending,PNB,Intent,Subscription
TXN100690,2024-08-14 10:48:32,christophersaunders@upi,stanley37@upi,4351.1,Send,Failed,BOB,Phone Number,Food
TXN100691,2024-12-31 06:19:47,qwilliams@upi,amanda69@upi,1423.33,Request Money,Success,BOB,Intent,Subscription
TXN100692,2024-04-12 21:31:11,sjones@upi,xsutton@upi,565.35,QR Payment,Failed,ICICI,QR Code,Food
TXN100693,2025-04-10 17:45:34,pharvey@upi,jason67@upi,4004.58,Send,Pending,ICICI,QR Code,Food
TXN100694,2024-08-26 17:54:17,xbrewer@upi,eoneal@upi,4039.44,QR Payment,Success,Kotak,QR Code,Bill Payment
TXN100695,2024-07-20 23:55:24,brendahendrix@upi,diana20@upi,2111.68,Request Money,Pending,PNB,QR Code,Food
TXN100696,2025-03-17 01:16:50,edrake@upi,howard65@upi,4108.76,QR Payment,Success,PNB,Phone Number,Travel
TXN100697,2024-08-07 08:20:44,cwilliams@upi,wrightkaylee@upi,850.92,Send,Success,HDFC,UPI ID,Recharge
TXN100698,2024-12-21 07:53:58,williamsnicholas@upi,daveshepard@upi,2397.06,Receive,Success,BOB,Intent,Shopping
TXN100699,2024-06-18 15:41:51,eobrien@upi,kingdustin@upi,1328.91,QR Payment,Failed,Kotak,UPI ID,Shopping
TXN100700,2025-02-02 02:20:27,patriciarobinson@upi,rebeccabarrett@upi,4369.02,Request Money,Success,BOB,Intent,Bill Payment
TXN100701,2024-05-06 00:25:15,jfreeman@upi,browndonna@upi,2613.47,Request Money,Pending,BOB,Phone Number,Recharge
TXN100702,2024-04-30 18:23:12,walshstephanie@upi,qtate@upi,4772.98,QR Payment,Failed,BOB,QR Code,Recharge
TXN100703,2025-02-10 19:34:33,snyderlauren@upi,peterschristopher@upi,3634.43,QR Payment,Success,BOB,UPI ID,Shopping
TXN100704,2025-01-18 17:38:23,cristina38@upi,annchoi@upi,3682.75,Receive,Failed,BOB,Phone Number,Transfer
TXN100705,2024-11-01 12:10:09,ericgomez@upi,mitchellnancy@upi,4993.33,Receive,Failed,SBI,UPI ID,Subscription
TXN100706,2024-10-26 15:27:52,alyssa15@upi,lmartinez@upi,937.2,Request Money,Failed,SBI,UPI ID,Transfer
TXN100707,2025-02-22 17:59:18,ortizangelica@upi,sarah95@upi,2851.54,Send,Success,ICICI,Intent,Travel
TXN100708,2024-07-12 18:38:07,brownantonio@upi,lauramurphy@upi,3584.2,Send,Success,BOB,QR Code,Subscription
TXN100709,2024-12-12 22:46:01,mitchellsteven@upi,hendersonjoseph@upi,3031.92,Send,Failed,BOB,Phone Number,Recharge
TXN100710,2025-03-28 07:50:53,barryamy@upi,michael45@upi,2687.74,Request Money,Success,SBI,UPI ID,Travel
TXN100711,2024-05-03 02:36:01,ortizshelly@upi,joshua02@upi,948.65,Request Money,Pending,HDFC,Phone Number,Travel
TXN100712,2024-10-19 05:00:31,jeffrey16@upi,amanda12@upi,3705.76,Send,Success,ICICI,UPI ID,Travel
TXN100713,2024-06-19 11:41:46,marydavis@upi,wbrown@upi,1678.69,QR Payment,Pending,BOB,QR Code,Travel
TXN100714,2024-07-04 17:35:55,mvargas@upi,cwagner@upi,1525.92,Request Money,Failed,SBI,Phone Number,Shopping
TXN100715,2025-03-25 09:23:30,michaelparrish@upi,matthew99@upi,4134.9,QR Payment,Success,ICICI,QR Code,Shopping
TXN100716,2025-03-27 16:57:31,liroger@upi,stewartrobert@upi,201.38,Send,Pending,Kotak,Intent,Bill Payment
TXN100717,2024-07-13 23:17:49,melissabrooks@upi,tmckay@upi,2165.54,Request Money,Pending,Axis Bank,Phone Number,Subscription
TXN100718,2024-11-15 08:46:13,jennifer33@upi,marshmary@upi,31.06,Request Money,Pending,SBI,UPI ID,Transfer
TXN100719,2024-06-22 07:08:12,brandonmorton@upi,gcurtis@upi,228.22,Send,Success,Axis Bank,Intent,Travel
TXN100720,2025-02-11 13:16:38,diazfrank@upi,tperry@upi,884.53,Receive,Pending,Kotak,UPI ID,Bill Payment
TXN100721,2025-04-10 00:18:17,tammy62@upi,qbyrd@upi,4330.48,Request Money,Failed,BOB,Phone Number,Recharge
TXN100722,2024-10-09 08:01:28,roberthendrix@upi,logan02@upi,4212.82,Send,Pending,ICICI,Intent,Travel
TXN100723,2025-01-07 12:27:37,mark31@upi,michael01@upi,1012.95,QR Payment,Pending,HDFC,UPI ID,Food
TXN100724,2025-01-08 08:35:31,jsalas@upi,allenalvarez@upi,2467.31,Send,Success,ICICI,Intent,Transfer
TXN100725,2024-07-13 07:22:03,harrisrose@upi,michaelsmith@upi,928.36,Receive,Success,SBI,QR Code,Bill Payment
TXN100726,2025-01-06 23:26:02,melissa05@upi,cooperrobert@upi,1475.37,QR Payment,Failed,PNB,Phone Number,Subscription
TXN100727,2025-01-21 21:57:34,sknapp@upi,donnaalvarez@upi,727.98,Request Money,Failed,SBI,Intent,Subscription
TXN100728,2024-11-06 14:21:15,alexander01@upi,atucker@upi,4039.97,Request Money,Success,BOB,Intent,Subscription
TXN100729,2024-07-17 06:19:11,craigsamantha@upi,ortizmelissa@upi,1117.65,Request Money,Success,Kotak,Intent,Travel
TXN100730,2024-11-21 10:57:03,ashley08@upi,berrysarah@upi,3446.81,QR Payment,Success,PNB,QR Code,Recharge
TXN100731,2024-11-29 06:23:08,steventhompson@upi,alexwang@upi,2569.94,Request Money,Success,Kotak,UPI ID,Travel
TXN100732,2025-04-08 09:39:58,ygilmore@upi,mary75@upi,564.08,Receive,Failed,SBI,Phone Number,Bill Payment
TXN100733,2024-12-07 00:18:44,wolfbarbara@upi,westnicole@upi,664.7,Receive,Pending,Axis Bank,Phone Number,Bill Payment
TXN100734,2024-07-24 23:11:50,yperez@upi,johnsonsarah@upi,3830.1,QR Payment,Success,SBI,QR Code,Transfer
TXN100735,2025-01-23 03:14:22,patrick39@upi,nicholsstacy@upi,2229.29,QR Payment,Failed,BOB,UPI ID,Subscription
TXN100736,2024-11-18 07:20:16,natalie24@upi,samueldorsey@upi,1253.38,QR Payment,Success,ICICI,UPI ID,Transfer
TXN100737,2025-04-02 17:15:00,barajasjonathan@upi,bryanrandolph@upi,4198.38,Request Money,Failed,BOB,Phone Number,Bill Payment
TXN100738,2025-02-24 23:27:53,zhernandez@upi,fstokes@upi,4978.3,Send,Failed,ICICI,QR Code,Shopping
TXN100739,2025-03-21 18:12:30,bakermichael@upi,rachael65@upi,1170.68,Receive,Success,PNB,Intent,Bill Payment
TXN100740,2025-02-23 19:04:42,apowers@upi,sararichardson@upi,2679.31,QR Payment,Pending,HDFC,Phone Number,Food
TXN100741,2024-05-18 01:23:28,alexander63@upi,prollins@upi,144.05,Send,Pending,Axis Bank,UPI ID,Shopping
TXN100742,2024-12-12 18:06:56,bflores@upi,cynthiajones@upi,4024.57,Receive,Pending,ICICI,UPI ID,Bill Payment
TXN100743,2024-08-07 08:16:37,harrisjoe@upi,swalsh@upi,2505.62,Request Money,Pending,Kotak,Phone Number,Recharge
TXN100744,2025-03-27 12:51:32,johnmeyer@upi,waltontodd@upi,745.54,Send,Failed,PNB,Phone Number,Recharge
TXN100745,2024-12-09 10:47:37,smithmegan@upi,james82@upi,2435.33,QR Payment,Success,BOB,QR Code,Bill Payment
TXN100746,2024-12-12 04:05:11,kevin25@upi,srasmussen@upi,2393.23,Receive,Failed,Axis Bank,Phone Number,Shopping
TXN100747,2024-08-26 02:37:02,aolson@upi,brookeclark@upi,4642.74,Send,Success,Axis Bank,Phone Number,Travel
TXN100748,2025-02-03 02:15:03,bpearson@upi,ybrown@upi,657.07,Request Money,Failed,BOB,Intent,Shopping
TXN100749,2025-03-11 03:11:06,dcooper@upi,troy71@upi,4109.42,QR Payment,Failed,HDFC,Phone Number,Bill Payment
TXN100750,2024-05-18 10:58:22,debra49@upi,prichard@upi,2059.25,Send,Failed,Kotak,QR Code,Bill Payment
TXN100751,2024-12-19 07:24:20,wmooney@upi,abeltran@upi,3816.78,Request Money,Success,ICICI,UPI ID,Food
TXN100752,2024-11-10 08:18:04,sandersmichael@upi,gomezrachel@upi,4709.94,QR Payment,Pending,SBI,UPI ID,Food
TXN100753,2024-11-28 00:12:38,nduffy@upi,trobinson@upi,4931.09,Request Money,Pending,ICICI,QR Code,Subscription
TXN100754,2024-05-05 00:56:53,zachary83@upi,ginawagner@upi,1234.54,Send,Success,Kotak,QR Code,Shopping
TXN100755,2024-05-27 23:18:17,bakermatthew@upi,xjennings@upi,1798.09,Receive,Failed,BOB,QR Code,Travel
TXN100756,2024-06-09 03:47:07,harperterri@upi,rwright@upi,2998.2,Receive,Failed,HDFC,UPI ID,Shopping
TXN100757,2024-12-06 09:28:32,kellywright@upi,shellystevenson@upi,757.6,QR Payment,Pending,HDFC,UPI ID,Transfer
TXN100758,2024-07-15 20:04:31,lisa39@upi,edward63@upi,3727.63,Send,Pending,PNB,Intent,Travel
TXN100759,2025-02-01 22:31:34,mariamunoz@upi,fdelacruz@upi,3079.97,Request Money,Failed,ICICI,UPI ID,Recharge
TXN100760,2025-01-04 22:13:24,christina14@upi,anthonybailey@upi,216.23,Request Money,Failed,Kotak,Phone Number,Recharge
TXN100761,2024-10-03 23:24:16,larry64@upi,ericawatson@upi,4955.68,QR Payment,Failed,PNB,UPI ID,Subscription
TXN100762,2025-04-06 06:14:25,escobarmark@upi,iwood@upi,4146.17,Receive,Success,PNB,UPI ID,Food
TXN100763,2025-02-06 12:34:21,christinebishop@upi,zrose@upi,4672.91,QR Payment,Failed,ICICI,Intent,Bill Payment
TXN100764,2024-07-24 17:19:22,erinpatrick@upi,hernandezjonathan@upi,1722.91,QR Payment,Pending,HDFC,Phone Number,Transfer
TXN100765,2025-01-05 18:23:45,dianamiddleton@upi,vhansen@upi,1816.54,QR Payment,Pending,Axis Bank,QR Code,Bill Payment
TXN100766,2024-05-23 03:59:29,mjohnson@upi,qsmith@upi,1975.09,QR Payment,Failed,BOB,UPI ID,Travel
TXN100767,2024-09-24 06:49:25,danielmiller@upi,robert43@upi,4274.5,Send,Failed,SBI,Intent,Recharge
TXN100768,2024-10-20 17:39:20,pthompson@upi,abigail75@upi,472.7,Receive,Success,PNB,Phone Number,Recharge
TXN100769,2024-05-20 04:25:36,petersonmichael@upi,amandawilliams@upi,3771.56,QR Payment,Success,Kotak,UPI ID,Subscription
TXN100770,2024-10-04 13:07:17,laurasnyder@upi,dana22@upi,1122.83,Request Money,Failed,PNB,Phone Number,Bill Payment
TXN100771,2024-11-28 05:51:02,lowesarah@upi,stevemartinez@upi,334.16,QR Payment,Pending,Axis Bank,QR Code,Recharge
TXN100772,2024-10-29 22:34:18,karen65@upi,sandrahuff@upi,3629.14,Request Money,Success,HDFC,UPI ID,Recharge
TXN100773,2025-02-13 06:54:25,mhiggins@upi,poncecarolyn@upi,2863.61,Send,Success,ICICI,UPI ID,Transfer
TXN100774,2024-11-28 11:19:53,bmccarty@upi,amanda18@upi,1129.91,Receive,Failed,ICICI,Phone Number,Travel
TXN100775,2025-01-16 10:07:13,michelle19@upi,bob92@upi,3956.01,QR Payment,Pending,BOB,Intent,Travel
TXN100776,2025-02-13 08:30:23,elizabeth25@upi,vwalker@upi,2534.04,Send,Success,HDFC,QR Code,Recharge
TXN100777,2024-12-11 14:22:34,watsonmatthew@upi,aharris@upi,500.09,Send,Success,Kotak,UPI ID,Travel
TXN100778,2024-11-17 23:20:53,russell73@upi,timothyfrank@upi,4189.07,Request Money,Failed,PNB,Intent,Food
TXN100779,2024-04-28 17:00:33,kabbott@upi,martinjason@upi,80.18,QR Payment,Pending,Kotak,QR Code,Recharge
TXN100780,2025-01-24 19:30:46,parksmelanie@upi,allisonsmith@upi,3056.97,QR Payment,Pending,Axis Bank,UPI ID,Food
TXN100781,2024-09-05 20:51:37,davidatkins@upi,emmabrown@upi,2857.55,Receive,Failed,ICICI,Phone Number,Transfer
TXN100782,2024-05-24 18:47:55,aliciagarcia@upi,montgomeryalbert@upi,613.65,QR Payment,Pending,PNB,Phone Number,Transfer
TXN100783,2025-04-10 15:51:14,jonathanellis@upi,kylesandoval@upi,2573.49,Request Money,Failed,SBI,Phone Number,Shopping
TXN100784,2025-03-03 18:09:33,marcfarmer@upi,qmartin@upi,3443.12,Request Money,Failed,PNB,UPI ID,Subscription
TXN100785,2024-06-28 17:07:21,davidoliver@upi,dwells@upi,551.08,QR Payment,Pending,SBI,QR Code,Travel
TXN100786,2024-11-26 22:58:44,chelseasmith@upi,carsonross@upi,3368.93,Send,Success,SBI,Phone Number,Transfer
TXN100787,2024-06-09 06:31:24,rhondatorres@upi,andrewcole@upi,2318.34,Send,Failed,PNB,QR Code,Shopping
TXN100788,2024-09-28 21:56:09,sclark@upi,kleintravis@upi,4287.78,QR Payment,Failed,HDFC,Intent,Travel
TXN100789,2024-08-18 19:45:39,sandovalmelanie@upi,sgonzales@upi,2239.8,Request Money,Failed,ICICI,UPI ID,Subscription
TXN100790,2025-03-16 00:17:59,qgordon@upi,blakeperez@upi,4294.62,QR Payment,Success,ICICI,UPI ID,Recharge
TXN100791,2025-01-28 23:34:08,kristine84@upi,arroyomichael@upi,1931.14,QR Payment,Failed,ICICI,QR Code,Transfer
TXN100792,2024-07-01 21:21:00,sharonlopez@upi,weberdaniel@upi,923.49,Request Money,Failed,ICICI,Intent,Bill Payment
TXN100793,2024-05-16 12:16:40,laurieharper@upi,nicholsjoshua@upi,424.34,Receive,Pending,SBI,Phone Number,Shopping
TXN100794,2024-06-28 15:46:04,samuelellis@upi,wiseamy@upi,4831.1,QR Payment,Failed,SBI,Intent,Transfer
TXN100795,2025-01-06 00:10:47,romanmartha@upi,charlesgreen@upi,1712.65,QR Payment,Failed,SBI,Phone Number,Shopping
TXN100796,2025-01-28 10:21:59,nwhitehead@upi,shellyjennings@upi,4624.6,QR Payment,Success,BOB,Phone Number,Subscription
TXN100797,2025-04-05 12:17:33,kylecasey@upi,cabreraamy@upi,108.86,Request Money,Pending,HDFC,Phone Number,Travel
TXN100798,2024-10-23 00:41:31,jasmine11@upi,lisawagner@upi,1479.96,QR Payment,Failed,SBI,Intent,Recharge
TXN100799,2024-07-07 09:52:33,shawncrawford@upi,xgarcia@upi,1227.39,Receive,Success,BOB,UPI ID,Food
TXN100800,2024-09-23 22:04:51,aaronnewman@upi,robinfletcher@upi,2231.43,Request Money,Pending,BOB,UPI ID,Shopping
TXN100801,2025-01-07 16:33:54,umclean@upi,michelleknapp@upi,137.15,Send,Failed,ICICI,QR Code,Transfer
TXN100802,2025-04-06 23:17:56,jeremy70@upi,rdickson@upi,888.6,Send,Pending,BOB,Intent,Travel
TXN100803,2025-03-04 15:56:21,uwilliams@upi,lesliemartin@upi,288.2,Send,Success,SBI,UPI ID,Shopping
TXN100804,2024-08-16 10:42:15,jfarmer@upi,tblackburn@upi,2121.31,QR Payment,Success,ICICI,Intent,Travel
TXN100805,2024-11-20 18:10:39,jeffreysmith@upi,halejamie@upi,1698.98,QR Payment,Success,SBI,QR Code,Food
TXN100806,2024-08-02 19:39:55,shelly09@upi,joseph10@upi,2621.38,Send,Pending,BOB,Intent,Shopping
TXN100807,2024-11-28 19:21:19,santananicole@upi,hernandezbrian@upi,222.76,Receive,Pending,PNB,UPI ID,Travel
TXN100808,2024-07-20 20:53:18,jessica11@upi,lindseylynch@upi,1226.86,QR Payment,Success,BOB,QR Code,Travel
TXN100809,2025-02-11 18:09:39,matthew97@upi,patelemily@upi,2467.29,Request Money,Failed,HDFC,Intent,Shopping
TXN100810,2024-12-04 05:35:48,zchandler@upi,melissa03@upi,868.11,QR Payment,Pending,ICICI,Phone Number,Transfer
TXN100811,2024-08-28 09:07:36,maria26@upi,randallshaffer@upi,1378.0,Request Money,Success,SBI,UPI ID,Recharge
TXN100812,2024-07-25 05:51:28,meganhernandez@upi,bowenlori@upi,4983.67,QR Payment,Pending,HDFC,UPI ID,Bill Payment
TXN100813,2024-07-21 05:33:54,andrewsalazar@upi,jreilly@upi,3974.25,Receive,Pending,HDFC,UPI ID,Recharge
TXN100814,2025-03-01 21:43:50,marydaniel@upi,kenneth68@upi,763.95,Receive,Failed,Axis Bank,UPI ID,Shopping
TXN100815,2025-01-07 16:40:14,huntjeffrey@upi,arthur59@upi,1448.18,Send,Success,Kotak,UPI ID,Shopping
TXN100816,2024-08-05 19:05:34,jesus45@upi,joshua67@upi,3878.37,QR Payment,Failed,SBI,Phone Number,Shopping
TXN100817,2024-05-25 15:38:37,butlertheresa@upi,gailmorrow@upi,332.93,Receive,Failed,Kotak,Phone Number,Subscription
TXN100818,2025-02-27 05:02:52,joshuawatson@upi,slucas@upi,760.06,Receive,Pending,HDFC,UPI ID,Shopping
TXN100819,2024-12-08 08:03:35,iclark@upi,gsweeney@upi,2913.63,Send,Pending,HDFC,Phone Number,Shopping
TXN100820,2025-01-23 08:46:07,christinacollins@upi,collierandrew@upi,2345.14,Request Money,Success,Axis Bank,Intent,Shopping
TXN100821,2025-04-09 18:48:39,sheltonholly@upi,sarahhenderson@upi,496.04,Receive,Failed,BOB,QR Code,Shopping
TXN100822,2024-08-14 16:54:02,daviskenneth@upi,dowens@upi,2243.62,Send,Failed,BOB,Phone Number,Shopping
TXN100823,2024-08-10 08:30:52,ewatson@upi,elizabethperez@upi,4348.02,QR Payment,Success,Axis Bank,QR Code,Recharge
TXN100824,2024-12-15 03:19:53,colejohn@upi,tamaraperez@upi,796.97,Request Money,Pending,Axis Bank,QR Code,Subscription
TXN100825,2024-04-25 14:06:12,daniel56@upi,douglas67@upi,17.85,Receive,Success,Axis Bank,Intent,Travel
TXN100826,2024-06-01 04:30:46,cmoore@upi,steven71@upi,4045.28,Send,Success,Axis Bank,Phone Number,Travel
TXN100827,2025-01-02 18:10:00,jordan24@upi,hornealexandria@upi,3452.47,Request Money,Success,BOB,QR Code,Food
TXN100828,2024-07-22 15:41:35,christopherwilson@upi,lburgess@upi,3076.35,Request Money,Failed,Kotak,Intent,Food
TXN100829,2024-08-08 22:06:21,smithjeffrey@upi,nathancook@upi,4647.84,Send,Failed,HDFC,QR Code,Subscription
TXN100830,2024-08-10 12:42:50,michellepalmer@upi,craigjonathan@upi,4153.55,Send,Pending,Kotak,Intent,Recharge
TXN100831,2024-09-09 14:07:03,christopher00@upi,jeremycastro@upi,2880.39,Request Money,Success,PNB,QR Code,Shopping
TXN100832,2024-11-07 14:32:24,briannaweber@upi,sandra22@upi,98.71,Request Money,Failed,Axis Bank,Phone Number,Travel
TXN100833,2024-11-24 23:41:29,pcase@upi,tlarson@upi,3781.73,QR Payment,Pending,BOB,UPI ID,Food
TXN100834,2025-03-12 19:02:39,erikapineda@upi,david33@upi,3481.52,QR Payment,Success,ICICI,UPI ID,Subscription
TXN100835,2024-06-10 18:03:07,joshuawoods@upi,vphillips@upi,1441.68,Request Money,Pending,HDFC,UPI ID,Recharge
TXN100836,2024-07-01 06:41:12,stevenhartman@upi,williamfarmer@upi,4261.43,Request Money,Success,BOB,Phone Number,Transfer
TXN100837,2024-09-10 06:49:01,victoria54@upi,sgregory@upi,4736.03,Receive,Success,Axis Bank,Intent,Shopping
TXN100838,2024-09-27 02:37:01,ucole@upi,patriciawilliams@upi,4464.26,Request Money,Pending,PNB,QR Code,Bill Payment
TXN100839,2024-11-19 04:23:40,barrettbarbara@upi,gutierrezcarla@upi,3724.94,Request Money,Pending,BOB,Intent,Shopping
TXN100840,2024-06-18 18:49:43,smithjohnathan@upi,caseyjohnson@upi,1555.22,Receive,Failed,Axis Bank,Phone Number,Food
TXN100841,2024-08-19 05:30:05,ericksonmelanie@upi,grayjillian@upi,3550.39,Receive,Failed,BOB,QR Code,Transfer
TXN100842,2025-01-28 20:48:01,heathercameron@upi,frankmorrison@upi,922.23,Request Money,Success,PNB,Intent,Recharge
TXN100843,2025-02-25 22:05:39,cedwards@upi,lisadavis@upi,2637.97,Request Money,Success,ICICI,Phone Number,Recharge
TXN100844,2025-02-08 06:53:59,shawn12@upi,traci38@upi,761.87,Receive,Failed,HDFC,QR Code,Shopping
TXN100845,2024-08-22 13:25:46,vvelazquez@upi,liutrevor@upi,1053.62,Receive,Success,SBI,QR Code,Shopping
TXN100846,2024-05-25 13:59:21,derekscott@upi,leahallen@upi,2878.13,QR Payment,Success,SBI,Phone Number,Travel
TXN100847,2024-08-25 17:57:11,felicia33@upi,irwinwyatt@upi,4723.62,QR Payment,Success,Axis Bank,Phone Number,Shopping
TXN100848,2024-06-26 20:13:26,lhuff@upi,nharrison@upi,3570.11,QR Payment,Success,Kotak,UPI ID,Bill Payment
TXN100849,2025-02-25 03:58:39,spayne@upi,sheila18@upi,1713.98,Request Money,Pending,Axis Bank,Phone Number,Transfer
TXN100850,2025-01-19 18:53:21,nmoody@upi,leslie12@upi,2940.94,Receive,Success,Axis Bank,Intent,Transfer
TXN100851,2024-12-18 03:00:20,troywhite@upi,vlopez@upi,427.26,QR Payment,Pending,ICICI,QR Code,Bill Payment
TXN100852,2024-10-15 20:04:56,anthonylopez@upi,petersonkimberly@upi,56.18,Request Money,Failed,BOB,UPI ID,Shopping
TXN100853,2024-08-10 09:47:24,annette51@upi,cynthia17@upi,4054.02,Request Money,Pending,PNB,UPI ID,Bill Payment
TXN100854,2025-04-03 18:33:05,brianna61@upi,parkseric@upi,3092.91,Receive,Success,ICICI,Intent,Recharge
TXN100855,2024-11-17 16:52:01,leah30@upi,castrodominique@upi,214.76,Send,Success,PNB,Phone Number,Recharge
TXN100856,2024-09-24 14:46:37,ucarter@upi,pbrown@upi,4402.67,Send,Failed,HDFC,Phone Number,Bill Payment
TXN100857,2024-07-27 05:33:54,robert50@upi,millerbenjamin@upi,524.41,Receive,Failed,HDFC,QR Code,Recharge
TXN100858,2025-03-12 02:15:29,juliegilmore@upi,brittany49@upi,4565.57,Request Money,Failed,HDFC,QR Code,Bill Payment
